akshara,codepoints,level,visual_key,glyph_count_noto,renderable,fused_noto,fused_mn,fused_sangam,main_glyph,mod_parts,nexts,parts_nfd,reading,wiki_freq,in_454
න්‍ය්,U+0DB1 U+0DCA U+200D U+0DBA U+0DCA,L8_zwj_conj_dv,47-240,2,True,False,False,False,න,hal@TOP,ය,SINHALA LETTER DANTAJA NAYANNA + SINHALA SIGN AL-LAKUNA + ZERO WIDTH JOINER + SINHALA LETTER YAYANNA + SINHALA SIGN AL-LAKUNA,na-y,4,False
ප්‍රූ,U+0DB4 U+0DCA U+200D U+0DBB U+0DD6,L8_zwj_conj_dv,49-158-132,3,True,False,False,False,ප,u_下垂(ū)@BELOW,ර,SINHALA LETTER ALPAPRAANA PAYANNA + SINHALA SIGN AL-LAKUNA + ZERO WIDTH JOINER + SINHALA LETTER RAYANNA + SINHALA VOWEL SIGN DIGA PAA-PILLA,pa-rū,4,False
බ්‍රූ,U+0DB6 U+0DCA U+200D U+0DBB U+0DD6,L8_zwj_conj_dv,51-160-132,3,True,False,False,False,බ,u_下垂(ū)@BELOW,ර,SINHALA LETTER ALPAPRAANA BAYANNA + SINHALA SIGN AL-LAKUNA + ZERO WIDTH JOINER + SINHALA LETTER RAYANNA + SINHALA VOWEL SIGN DIGA PAA-PILLA,ba-rū,4,False
ම්‍රැ,U+0DB8 U+0DCA U+200D U+0DBB U+0DD0,L8_zwj_conj_dv,53-162-67,3,True,False,False,False,ම,SINHALA VOWEL SIGN KETTI AEDA-PILLA@RIGHT,ර,SINHALA LETTER MAYANNA + SINHALA SIGN AL-LAKUNA + ZERO WIDTH JOINER + SINHALA LETTER RAYANNA + SINHALA VOWEL SIGN KETTI AEDA-PILLA,ma-ræ,4,False
ම්‍රේ,U+0DB8 U+0DCA U+200D U+0DBB U+0DDA,L8_zwj_conj_dv,74-215-162,3,True,False,False,False,ම,SINHALA VOWEL SIGN KOMBUVA@PRE + SINHALA SIGN AL-LAKUNA@POST,ර,SINHALA LETTER MAYANNA + SINHALA SIGN AL-LAKUNA + ZERO WIDTH JOINER + SINHALA LETTER RAYANNA + SINHALA VOWEL SIGN KOMBUVA + SINHALA SIGN AL-LAKUNA,ma-rē,4,False
ව්‍යෝ,U+0DC0 U+0DCA U+200D U+0DBA U+0DDD,L8_zwj_conj_dv,74-58-240-66,4,True,False,False,False,ව,SINHALA VOWEL SIGN KOMBUVA@PRE + SINHALA VOWEL SIGN AELA-PILLA@RIGHT + SINHALA SIGN AL-LAKUNA@POST,ය,SINHALA LETTER VAYANNA + SINHALA SIGN AL-LAKUNA + ZERO WIDTH JOINER + SINHALA LETTER YAYANNA + SINHALA VOWEL SIGN KOMBUVA + SINHALA VOWEL SIGN AELA-PILLA + SINHALA SIGN AL-LAKUNA,va-yō,4,False
ශ්‍රෞ,U+0DC1 U+0DCA U+200D U+0DBB U+0DDE,L8_zwj_conj_dv,74-59-167-80,4,True,False,False,False,ශ,SINHALA VOWEL SIGN KOMBUVA@PRE + SINHALA VOWEL SIGN GAYANUKITTA@POST,ර,SINHALA LETTER TAALUJA SAYANNA + SINHALA SIGN AL-LAKUNA + ZERO WIDTH JOINER + SINHALA LETTER RAYANNA + SINHALA VOWEL SIGN KOMBUVA + SINHALA VOWEL SIGN GAYANUKITTA,śa-rau,4,False
ෂ්‍රෝ,U+0DC2 U+0DCA U+200D U+0DBB U+0DDD,L8_zwj_conj_dv,74-222-168-66,4,True,False,False,False,ෂ,SINHALA VOWEL SIGN KOMBUVA@PRE + SINHALA VOWEL SIGN AELA-PILLA@RIGHT + SINHALA SIGN AL-LAKUNA@POST,ර,SINHALA LETTER MUURDHAJA SAYANNA + SINHALA SIGN AL-LAKUNA + ZERO WIDTH JOINER + SINHALA LETTER RAYANNA + SINHALA VOWEL SIGN KOMBUVA + SINHALA VOWEL SIGN AELA-PILLA + SINHALA SIGN AL-LAKUNA,ṣa-rō,4,False
ස්‍රේ,U+0DC3 U+0DCA U+200D U+0DBB U+0DDA,L8_zwj_conj_dv,74-223-169,3,True,False,False,False,ස,SINHALA VOWEL SIGN KOMBUVA@PRE + SINHALA SIGN AL-LAKUNA@POST,ර,SINHALA LETTER DANTAJA SAYANNA + SINHALA SIGN AL-LAKUNA + ZERO WIDTH JOINER + SINHALA LETTER RAYANNA + SINHALA VOWEL SIGN KOMBUVA + SINHALA SIGN AL-LAKUNA,sa-rē,4,False
ස්‍යෙ,U+0DC3 U+0DCA U+200D U+0DBA U+0DD9,L8_zwj_conj_dv,74-61-128,3,True,False,False,False,ස,SINHALA VOWEL SIGN KOMBUVA@PRE,ය,SINHALA LETTER DANTAJA SAYANNA + SINHALA SIGN AL-LAKUNA + ZERO WIDTH JOINER + SINHALA LETTER YAYANNA + SINHALA VOWEL SIGN KOMBUVA,sa-ye,4,False
හ්‍රා,U+0DC4 U+0DCA U+200D U+0DBB U+0DCF,L8_zwj_conj_dv,62-170-66,3,True,False,False,False,හ,SINHALA VOWEL SIGN AELA-PILLA@RIGHT,ර,SINHALA LETTER HAYANNA + SINHALA SIGN AL-LAKUNA + ZERO WIDTH JOINER + SINHALA LETTER RAYANNA + SINHALA VOWEL SIGN AELA-PILLA,ha-rā,4,False
හ්‍යේ,U+0DC4 U+0DCA U+200D U+0DBA U+0DDA,L8_zwj_conj_dv,74-62-240,3,True,False,False,False,හ,SINHALA VOWEL SIGN KOMBUVA@PRE + SINHALA SIGN AL-LAKUNA@POST,ය,SINHALA LETTER HAYANNA + SINHALA SIGN AL-LAKUNA + ZERO WIDTH JOINER + SINHALA LETTER YAYANNA + SINHALA VOWEL SIGN KOMBUVA + SINHALA SIGN AL-LAKUNA,ha-yē,4,False
ඛෘ,U+0D9B U+0DD8,L4_cons_dv,25-73,2,True,False,False,False,ඛ,SINHALA VOWEL SIGN GAETTA-PILLA@POST,,SINHALA LETTER MAHAAPRAANA KAYANNA + SINHALA VOWEL SIGN GAETTA-PILLA,kha+U+0DD8,3,False
ගෟ,U+0D9C U+0DDF,L4_cons_dv,26-80,2,True,False,False,False,ග,SINHALA VOWEL SIGN GAYANUKITTA@POST,,SINHALA LETTER ALPAPRAANA GAYANNA + SINHALA VOWEL SIGN GAYANUKITTA,ga+U+0DDF,3,False
ඝෞ,U+0D9D U+0DDE,L4_cons_dv,74-27-80,3,True,False,False,False,ඝ,SINHALA VOWEL SIGN KOMBUVA@PRE + SINHALA VOWEL SIGN GAYANUKITTA@POST,,SINHALA LETTER MAHAAPRAANA GAYANNA + SINHALA VOWEL SIGN KOMBUVA + SINHALA VOWEL SIGN GAYANUKITTA,ghau,3,False
ඡෑ,U+0DA1 U+0DD1,L4_cons_dv,31-68,2,True,False,False,False,ඡ,SINHALA VOWEL SIGN DIGA AEDA-PILLA@RIGHT,,SINHALA LETTER MAHAAPRAANA CAYANNA + SINHALA VOWEL SIGN DIGA AEDA-PILLA,chǣ,3,True
ඡො,U+0DA1 U+0DDC,L4_cons_dv,74-31-66,3,True,False,False,False,ඡ,SINHALA VOWEL SIGN KOMBUVA@PRE + SINHALA VOWEL SIGN AELA-PILLA@RIGHT,,SINHALA LETTER MAHAAPRAANA CAYANNA + SINHALA VOWEL SIGN KOMBUVA + SINHALA VOWEL SIGN AELA-PILLA,cho,3,False
ඣු,U+0DA3 U+0DD4,L4_cons_dv,435,1,True,False,False,False,ඣ,u_下垂(u)@BELOW,,SINHALA LETTER MAHAAPRAANA JAYANNA + SINHALA VOWEL SIGN KETTI PAA-PILLA,jhu,3,True
ඥො,U+0DA5 U+0DDC,L4_cons_dv,74-35-66,3,True,False,False,False,ඥ,SINHALA VOWEL SIGN KOMBUVA@PRE + SINHALA VOWEL SIGN AELA-PILLA@RIGHT,,SINHALA LETTER TAALUJA SANYOOGA NAAKSIKYAYA + SINHALA VOWEL SIGN KOMBUVA + SINHALA VOWEL SIGN AELA-PILLA,U+0DA5o,3,False
ඪා,U+0DAA U+0DCF,L4_cons_dv,40-66,2,True,False,False,False,ඪ,SINHALA VOWEL SIGN AELA-PILLA@RIGHT,,SINHALA LETTER MAHAAPRAANA DDAYANNA + SINHALA VOWEL SIGN AELA-PILLA,ḍhā,3,True
ඪී,U+0DAA U+0DD3,L4_cons_dv,328,1,True,False,False,False,ඪ,SINHALA VOWEL SIGN DIGA IS-PILLA@ABOVE,,SINHALA LETTER MAHAAPRAANA DDAYANNA + SINHALA VOWEL SIGN DIGA IS-PILLA,ḍhī,3,False
ඪේ,U+0DAA U+0DDA,L4_cons_dv,74-202,2,True,False,False,False,ඪ,SINHALA VOWEL SIGN KOMBUVA@PRE + SINHALA SIGN AL-LAKUNA@POST,,SINHALA LETTER MAHAAPRAANA DDAYANNA + SINHALA VOWEL SIGN KOMBUVA + SINHALA SIGN AL-LAKUNA,ḍhē,3,False
ධැ,U+0DB0 U+0DD0,L4_cons_dv,46-67,2,True,False,False,False,ධ,SINHALA VOWEL SIGN KETTI AEDA-PILLA@RIGHT,,SINHALA LETTER MAHAAPRAANA DAYANNA + SINHALA VOWEL SIGN KETTI AEDA-PILLA,dhæ,3,True
ධෑ,U+0DB0 U+0DD1,L4_cons_dv,46-68,2,True,False,False,False,ධ,SINHALA VOWEL SIGN DIGA AEDA-PILLA@RIGHT,,SINHALA LETTER MAHAAPRAANA DAYANNA + SINHALA VOWEL SIGN DIGA AEDA-PILLA,dhǣ,3,True
නෟ,U+0DB1 U+0DDF,L4_cons_dv,47-80,2,True,False,False,False,න,SINHALA VOWEL SIGN GAYANUKITTA@POST,,SINHALA LETTER DANTAJA NAYANNA + SINHALA VOWEL SIGN GAYANUKITTA,na+U+0DDF,3,False
ඵැ,U+0DB5 U+0DD0,L4_cons_dv,50-67,2,True,False,False,False,ඵ,SINHALA VOWEL SIGN KETTI AEDA-PILLA@RIGHT,,SINHALA LETTER MAHAAPRAANA PAYANNA + SINHALA VOWEL SIGN KETTI AEDA-PILLA,phæ,3,False
ෆෛ,U+0DC6 U+0DDB,L4_cons_dv,76-64,2,True,False,False,False,ෆ,SINHALA VOWEL SIGN KOMBU DEKA@POST,,SINHALA LETTER FAYANNA + SINHALA VOWEL SIGN KOMBU DEKA,fa+U+0DDB,3,False
ඹඃ,U+0DB9 U+0D83,L5_cons_vm,54-5,2,True,False,False,False,ඹ,visarga@RIGHT,,SINHALA LETTER AMBA BAYANNA + SINHALA SIGN VISARGAYA,ᵐbaḥ,3,False
ෂඃ,U+0DC2 U+0D83,L5_cons_vm,60-5,2,True,False,False,False,ෂ,visarga@RIGHT,,SINHALA LETTER MUURDHAJA SAYANNA + SINHALA SIGN VISARGAYA,ṣaḥ,3,False
ක්‍ස,U+0D9A U+0DCA U+200D U+0DC3,L6_zwj_conj,186-3-61,3,True,False,False,False,ක,,ස,SINHALA LETTER ALPAPRAANA KAYANNA + SINHALA SIGN AL-LAKUNA + ZERO WIDTH JOINER + SINHALA LETTER DANTAJA SAYANNA,ka-sa,3,False
ත්‍න,U+0DAD U+0DCA U+200D U+0DB1,L6_zwj_conj,205-3-47,3,True,False,False,False,ත,,න,SINHALA LETTER ALPAPRAANA TAYANNA + SINHALA SIGN AL-LAKUNA + ZERO WIDTH JOINER + SINHALA LETTER DANTAJA NAYANNA,ta-na,3,False
න්‍ජ,U+0DB1 U+0DCA U+200D U+0DA2,L6_zwj_conj,209-3-32,3,True,False,False,False,න,,ජ,SINHALA LETTER DANTAJA NAYANNA + SINHALA SIGN AL-LAKUNA + ZERO WIDTH JOINER + SINHALA LETTER ALPAPRAANA JAYANNA,na-ja,3,False
න්‍ෂ,U+0DB1 U+0DCA U+200D U+0DC2,L6_zwj_conj,209-3-60,3,True,False,False,False,න,,ෂ,SINHALA LETTER DANTAJA NAYANNA + SINHALA SIGN AL-LAKUNA + ZERO WIDTH JOINER + SINHALA LETTER MUURDHAJA SAYANNA,na-ṣa,3,False
ර්‍ඣ,U+0DBB U+0DCA U+200D U+0DA3,L6_zwj_conj,381,1,True,True,True,True,ර,,ඣ,SINHALA LETTER RAYANNA + SINHALA SIGN AL-LAKUNA + ZERO WIDTH JOINER + SINHALA LETTER MAHAAPRAANA JAYANNA,ra-jha,3,False
ල්‍ප,U+0DBD U+0DCA U+200D U+0DB4,L6_zwj_conj,219-3-49,3,True,False,False,False,ල,,ප,SINHALA LETTER DANTAJA LAYANNA + SINHALA SIGN AL-LAKUNA + ZERO WIDTH JOINER + SINHALA LETTER ALPAPRAANA PAYANNA,la-pa,3,False
ස්‍ක,U+0DC3 U+0DCA U+200D U+0D9A,L6_zwj_conj,223-3-24,3,True,False,False,False,ස,,ක,SINHALA LETTER DANTAJA SAYANNA + SINHALA SIGN AL-LAKUNA + ZERO WIDTH JOINER + SINHALA LETTER ALPAPRAANA KAYANNA,sa-ka,3,False
ස්‍ස,U+0DC3 U+0DCA U+200D U+0DC3,L6_zwj_conj,223-3-61,3,True,False,False,False,ස,,ස,SINHALA LETTER DANTAJA SAYANNA + SINHALA SIGN AL-LAKUNA + ZERO WIDTH JOINER + SINHALA LETTER DANTAJA SAYANNA,sa-sa,3,False
ළ්‍ර,U+0DC5 U+0DCA U+200D U+0DBB,L6_zwj_conj,171,1,True,True,True,True,ළ,,ර,SINHALA LETTER MUURDHAJA LAYANNA + SINHALA SIGN AL-LAKUNA + ZERO WIDTH JOINER + SINHALA LETTER RAYANNA,ḷa-ra,3,False
ක්ඥ,U+0D9A U+0DCA U+0DA5,L7_linear_conj,186-35,2,True,False,False,False,ක,,ඥ,SINHALA LETTER ALPAPRAANA KAYANNA + SINHALA SIGN AL-LAKUNA + SINHALA LETTER TAALUJA SANYOOGA NAAKSIKYAYA,ka-U+0DA5,3,False
ක්ඹ,U+0D9A U+0DCA U+0DB9,L7_linear_conj,186-54,2,True,False,False,False,ක,,ඹ,SINHALA LETTER ALPAPRAANA KAYANNA + SINHALA SIGN AL-LAKUNA + SINHALA LETTER AMBA BAYANNA,ka-ᵐba,3,False
ග්ණ,U+0D9C U+0DCA U+0DAB,L7_linear_conj,188-41,2,True,False,False,False,ග,,ණ,SINHALA LETTER ALPAPRAANA GAYANNA + SINHALA SIGN AL-LAKUNA + SINHALA LETTER MUURDHAJA NAYANNA,ga-ṇa,3,False
ග්ෆ,U+0D9C U+0DCA U+0DC6,L7_linear_conj,188-64,2,True,False,False,False,ග,,ෆ,SINHALA LETTER ALPAPRAANA GAYANNA + SINHALA SIGN AL-LAKUNA + SINHALA LETTER FAYANNA,ga-fa,3,False
ච්ඥ,U+0DA0 U+0DCA U+0DA5,L7_linear_conj,192-35,2,True,False,False,False,ච,,ඥ,SINHALA LETTER ALPAPRAANA CAYANNA + SINHALA SIGN AL-LAKUNA + SINHALA LETTER TAALUJA SANYOOGA NAAKSIKYAYA,ca-U+0DA5,3,False
ඡ්ජ,U+0DA1 U+0DCA U+0DA2,L7_linear_conj,193-32,2,True,False,False,False,ඡ,,ජ,SINHALA LETTER MAHAAPRAANA CAYANNA + SINHALA SIGN AL-LAKUNA + SINHALA LETTER ALPAPRAANA JAYANNA,cha-ja,3,False
ජ්ග,U+0DA2 U+0DCA U+0D9C,L7_linear_conj,194-26,2,True,False,False,False,ජ,,ග,SINHALA LETTER ALPAPRAANA JAYANNA + SINHALA SIGN AL-LAKUNA + SINHALA LETTER ALPAPRAANA GAYANNA,ja-ga,3,False
ජ්ඩ,U+0DA2 U+0DCA U+0DA9,L7_linear_conj,194-39,2,True,False,False,False,ජ,,ඩ,SINHALA LETTER ALPAPRAANA JAYANNA + SINHALA SIGN AL-LAKUNA + SINHALA LETTER ALPAPRAANA DDAYANNA,ja-ḍa,3,False
ජ්ල,U+0DA2 U+0DCA U+0DBD,L7_linear_conj,194-57,2,True,False,False,False,ජ,,ල,SINHALA LETTER ALPAPRAANA JAYANNA + SINHALA SIGN AL-LAKUNA + SINHALA LETTER DANTAJA LAYANNA,ja-la,3,False
ජ්හ,U+0DA2 U+0DCA U+0DC4,L7_linear_conj,194-62,2,True,False,False,False,ජ,,හ,SINHALA LETTER ALPAPRAANA JAYANNA + SINHALA SIGN AL-LAKUNA + SINHALA LETTER HAYANNA,ja-ha,3,False
ට්ත,U+0DA7 U+0DCA U+0DAD,L7_linear_conj,199-43,2,True,False,False,False,ට,,ත,SINHALA LETTER ALPAPRAANA TTAYANNA + SINHALA SIGN AL-LAKUNA + SINHALA LETTER ALPAPRAANA TAYANNA,ṭa-ta,3,False
ඩ්ඨ,U+0DA9 U+0DCA U+0DA8,L7_linear_conj,201-38,2,True,False,False,False,ඩ,,ඨ,SINHALA LETTER ALPAPRAANA DDAYANNA + SINHALA SIGN AL-LAKUNA + SINHALA LETTER MAHAAPRAANA TTAYANNA,ḍa-ṭha,3,False
ඩ්ද,U+0DA9 U+0DCA U+0DAF,L7_linear_conj,201-45,2,True,False,False,False,ඩ,,ද,SINHALA LETTER ALPAPRAANA DDAYANNA + SINHALA SIGN AL-LAKUNA + SINHALA LETTER ALPAPRAANA DAYANNA,ḍa-da,3,False
ණ්ක,U+0DAB U+0DCA U+0D9A,L7_linear_conj,203-24,2,True,False,False,False,ණ,,ක,SINHALA LETTER MUURDHAJA NAYANNA + SINHALA SIGN AL-LAKUNA + SINHALA LETTER ALPAPRAANA KAYANNA,ṇa-ka,3,False
ණ්ප,U+0DAB U+0DCA U+0DB4,L7_linear_conj,203-49,2,True,False,False,False,ණ,,ප,SINHALA LETTER MUURDHAJA NAYANNA + SINHALA SIGN AL-LAKUNA + SINHALA LETTER ALPAPRAANA PAYANNA,ṇa-pa,3,False
ණ්ම,U+0DAB U+0DCA U+0DB8,L7_linear_conj,203-53,2,True,False,False,False,ණ,,ම,SINHALA LETTER MUURDHAJA NAYANNA + SINHALA SIGN AL-LAKUNA + SINHALA LETTER MAYANNA,ṇa-ma,3,False
ත්ඥ,U+0DAD U+0DCA U+0DA5,L7_linear_conj,205-35,2,True,False,False,False,ත,,ඥ,SINHALA LETTER ALPAPRAANA TAYANNA + SINHALA SIGN AL-LAKUNA + SINHALA LETTER TAALUJA SANYOOGA NAAKSIKYAYA,ta-U+0DA5,3,False
ත්ධ,U+0DAD U+0DCA U+0DB0,L7_linear_conj,205-46,2,True,False,False,False,ත,,ධ,SINHALA LETTER ALPAPRAANA TAYANNA + SINHALA SIGN AL-LAKUNA + SINHALA LETTER MAHAAPRAANA DAYANNA,ta-dha,3,False
ද්ඩ,U+0DAF U+0DCA U+0DA9,L7_linear_conj,207-39,2,True,False,False,False,ද,,ඩ,SINHALA LETTER ALPAPRAANA DAYANNA + SINHALA SIGN AL-LAKUNA + SINHALA LETTER ALPAPRAANA DDAYANNA,da-ḍa,3,False
ද්ෂ,U+0DAF U+0DCA U+0DC2,L7_linear_conj,207-60,2,True,False,False,False,ද,,ෂ,SINHALA LETTER ALPAPRAANA DAYANNA + SINHALA SIGN AL-LAKUNA + SINHALA LETTER MUURDHAJA SAYANNA,da-ṣa,3,False
න්ඝ,U+0DB1 U+0DCA U+0D9D,L7_linear_conj,209-27,2,True,False,False,False,න,,ඝ,SINHALA LETTER DANTAJA NAYANNA + SINHALA SIGN AL-LAKUNA + SINHALA LETTER MAHAAPRAANA GAYANNA,na-gha,3,False
න්ඪ,U+0DB1 U+0DCA U+0DAA,L7_linear_conj,209-40,2,True,False,False,False,න,,ඪ,SINHALA LETTER DANTAJA NAYANNA + SINHALA SIGN AL-LAKUNA + SINHALA LETTER MAHAAPRAANA DDAYANNA,na-ḍha,3,False
න්ඵ,U+0DB1 U+0DCA U+0DB5,L7_linear_conj,209-50,2,True,False,False,False,න,,ඵ,SINHALA LETTER DANTAJA NAYANNA + SINHALA SIGN AL-LAKUNA + SINHALA LETTER MAHAAPRAANA PAYANNA,na-pha,3,False
ප්ද,U+0DB4 U+0DCA U+0DAF,L7_linear_conj,211-45,2,True,False,False,False,ප,,ද,SINHALA LETTER ALPAPRAANA PAYANNA + SINHALA SIGN AL-LAKUNA + SINHALA LETTER ALPAPRAANA DAYANNA,pa-da,3,False
බ්ත,U+0DB6 U+0DCA U+0DAD,L7_linear_conj,213-43,2,True,False,False,False,බ,,ත,SINHALA LETTER ALPAPRAANA BAYANNA + SINHALA SIGN AL-LAKUNA + SINHALA LETTER ALPAPRAANA TAYANNA,ba-ta,3,False
බ්ෂ,U+0DB6 U+0DCA U+0DC2,L7_linear_conj,213-60,2,True,False,False,False,බ,,ෂ,SINHALA LETTER ALPAPRAANA BAYANNA + SINHALA SIGN AL-LAKUNA + SINHALA LETTER MUURDHAJA SAYANNA,ba-ṣa,3,False
ය්ග,U+0DBA U+0DCA U+0D9C,L7_linear_conj,217-26,2,True,False,False,False,ය,,ග,SINHALA LETTER YAYANNA + SINHALA SIGN AL-LAKUNA + SINHALA LETTER ALPAPRAANA GAYANNA,ya-ga,3,False
ය්ර,U+0DBA U+0DCA U+0DBB,L7_linear_conj,217-56,2,True,False,False,False,ය,,ර,SINHALA LETTER YAYANNA + SINHALA SIGN AL-LAKUNA + SINHALA LETTER RAYANNA,ya-ra,3,False
ශ්ස,U+0DC1 U+0DCA U+0DC3,L7_linear_conj,221-61,2,True,False,False,False,ශ,,ස,SINHALA LETTER TAALUJA SAYANNA + SINHALA SIGN AL-LAKUNA + SINHALA LETTER DANTAJA SAYANNA,śa-sa,3,False
ස්ළ,U+0DC3 U+0DCA U+0DC5,L7_linear_conj,223-63,2,True,False,False,False,ස,,ළ,SINHALA LETTER DANTAJA SAYANNA + SINHALA SIGN AL-LAKUNA + SINHALA LETTER MUURDHAJA LAYANNA,sa-ḷa,3,False
හ්ජ,U+0DC4 U+0DCA U+0DA2,L7_linear_conj,224-32,2,True,False,False,False,හ,,ජ,SINHALA LETTER HAYANNA + SINHALA SIGN AL-LAKUNA + SINHALA LETTER ALPAPRAANA JAYANNA,ha-ja,3,False
හ්ත,U+0DC4 U+0DCA U+0DAD,L7_linear_conj,224-43,2,True,False,False,False,හ,,ත,SINHALA LETTER HAYANNA + SINHALA SIGN AL-LAKUNA + SINHALA LETTER ALPAPRAANA TAYANNA,ha-ta,3,False
හ්ද,U+0DC4 U+0DCA U+0DAF,L7_linear_conj,224-45,2,True,False,False,False,හ,,ද,SINHALA LETTER HAYANNA + SINHALA SIGN AL-LAKUNA + SINHALA LETTER ALPAPRAANA DAYANNA,ha-da,3,False
හ්ය,U+0DC4 U+0DCA U+0DBA,L7_linear_conj,224-55,2,True,False,False,False,හ,,ය,SINHALA LETTER HAYANNA + SINHALA SIGN AL-LAKUNA + SINHALA LETTER YAYANNA,ha-ya,3,False
ෆ්ද,U+0DC6 U+0DCA U+0DAF,L7_linear_conj,226-45,2,True,False,False,False,ෆ,,ද,SINHALA LETTER FAYANNA + SINHALA SIGN AL-LAKUNA + SINHALA LETTER ALPAPRAANA DAYANNA,fa-da,3,False
ග්‍යූ,U+0D9C U+0DCA U+200D U+0DBA U+0DD6,L8_zwj_conj_dv,26-532,2,True,False,False,False,ග,u_角型(ū)@BELOW,ය,SINHALA LETTER ALPAPRAANA GAYANNA + SINHALA SIGN AL-LAKUNA + ZERO WIDTH JOINER + SINHALA LETTER YAYANNA + SINHALA VOWEL SIGN DIGA PAA-PILLA,ga-yū,3,False
ඡ්‍යො,U+0DA1 U+0DCA U+200D U+0DBA U+0DDC,L8_zwj_conj_dv,74-31-128-66,4,True,False,False,False,ඡ,SINHALA VOWEL SIGN KOMBUVA@PRE + SINHALA VOWEL SIGN AELA-PILLA@RIGHT,ය,SINHALA LETTER MAHAAPRAANA CAYANNA + SINHALA SIGN AL-LAKUNA + ZERO WIDTH JOINER + SINHALA LETTER YAYANNA + SINHALA VOWEL SIGN KOMBUVA + SINHALA VOWEL SIGN AELA-PILLA,cha-yo,3,False
ජ්‍රෙ,U+0DA2 U+0DCA U+200D U+0DBB U+0DD9,L8_zwj_conj_dv,74-32-141,3,True,False,False,False,ජ,SINHALA VOWEL SIGN KOMBUVA@PRE,ර,SINHALA LETTER ALPAPRAANA JAYANNA + SINHALA SIGN AL-LAKUNA + ZERO WIDTH JOINER + SINHALA LETTER RAYANNA + SINHALA VOWEL SIGN KOMBUVA,ja-re,3,False
ණ්‍යෝ,U+0DAB U+0DCA U+200D U+0DBA U+0DDD,L8_zwj_conj_dv,74-41-240-66,4,True,False,False,False,ණ,SINHALA VOWEL SIGN KOMBUVA@PRE + SINHALA VOWEL SIGN AELA-PILLA@RIGHT + SINHALA SIGN AL-LAKUNA@POST,ය,SINHALA LETTER MUURDHAJA NAYANNA + SINHALA SIGN AL-LAKUNA + ZERO WIDTH JOINER + SINHALA LETTER YAYANNA + SINHALA VOWEL SIGN KOMBUVA + SINHALA VOWEL SIGN AELA-PILLA + SINHALA SIGN AL-LAKUNA,ṇa-yō,3,False
ද්‍රු,U+0DAF U+0DCA U+200D U+0DBB U+0DD4,L8_zwj_conj_dv,154-131,2,True,False,False,False,ද,u_下垂(u)@BELOW,ර,SINHALA LETTER ALPAPRAANA DAYANNA + SINHALA SIGN AL-LAKUNA + ZERO WIDTH JOINER + SINHALA LETTER RAYANNA + SINHALA VOWEL SIGN KETTI PAA-PILLA,da-ru,3,False
ද්‍රේ,U+0DAF U+0DCA U+200D U+0DBB U+0DDA,L8_zwj_conj_dv,74-243,2,True,False,False,False,ද,SINHALA VOWEL SIGN KOMBUVA@PRE + SINHALA SIGN AL-LAKUNA@POST,ර,SINHALA LETTER ALPAPRAANA DAYANNA + SINHALA SIGN AL-LAKUNA + ZERO WIDTH JOINER + SINHALA LETTER RAYANNA + SINHALA VOWEL SIGN KOMBUVA + SINHALA SIGN AL-LAKUNA,da-rē,3,False
ධ්‍රි,U+0DB0 U+0DCA U+200D U+0DBB U+0DD2,L8_zwj_conj_dv,273-155,2,True,False,True,True,ධ,SINHALA VOWEL SIGN KETTI IS-PILLA@ABOVE,ර,SINHALA LETTER MAHAAPRAANA DAYANNA + SINHALA SIGN AL-LAKUNA + ZERO WIDTH JOINER + SINHALA LETTER RAYANNA + SINHALA VOWEL SIGN KETTI IS-PILLA,dha-ri,3,False
බ්‍ර්,U+0DB6 U+0DCA U+200D U+0DBB U+0DCA,L8_zwj_conj_dv,213-160,2,True,False,True,True,බ,hal@TOP,ර,SINHALA LETTER ALPAPRAANA BAYANNA + SINHALA SIGN AL-LAKUNA + ZERO WIDTH JOINER + SINHALA LETTER RAYANNA + SINHALA SIGN AL-LAKUNA,ba-r,3,False
ය්‍යු,U+0DBA U+0DCA U+200D U+0DBA U+0DD4,L8_zwj_conj_dv,55-479,2,True,False,False,False,ය,u_下垂(u)@BELOW,ය,SINHALA LETTER YAYANNA + SINHALA SIGN AL-LAKUNA + ZERO WIDTH JOINER + SINHALA LETTER YAYANNA + SINHALA VOWEL SIGN KETTI PAA-PILLA,ya-yu,3,False
ල්‍යෙ,U+0DBD U+0DCA U+200D U+0DBA U+0DD9,L8_zwj_conj_dv,74-57-128,3,True,False,False,False,ල,SINHALA VOWEL SIGN KOMBUVA@PRE,ය,SINHALA LETTER DANTAJA LAYANNA + SINHALA SIGN AL-LAKUNA + ZERO WIDTH JOINER + SINHALA LETTER YAYANNA + SINHALA VOWEL SIGN KOMBUVA,la-ye,3,False
ල්‍යෝ,U+0DBD U+0DCA U+200D U+0DBA U+0DDD,L8_zwj_conj_dv,74-57-240-66,4,True,False,False,False,ල,SINHALA VOWEL SIGN KOMBUVA@PRE + SINHALA VOWEL SIGN AELA-PILLA@RIGHT + SINHALA SIGN AL-LAKUNA@POST,ය,SINHALA LETTER DANTAJA LAYANNA + SINHALA SIGN AL-LAKUNA + ZERO WIDTH JOINER + SINHALA LETTER YAYANNA + SINHALA VOWEL SIGN KOMBUVA + SINHALA VOWEL SIGN AELA-PILLA + SINHALA SIGN AL-LAKUNA,la-yō,3,False
