akshara,codepoints,freq
"බිඃ","U+0DB6 U+0DD2 U+0D83",2
"ජ්ද්","U+0DA2 U+0DCA U+0DAF U+0DCA",2
"ද‍න","U+0DAF U+200D U+0DB1",2
"ෂා‍ව","U+0DC2 U+0DCF U+200D U+0DC0",2
"ද්ද්‍රි","U+0DAF U+0DCA U+0DAF U+0DCA U+200D U+0DBB U+0DD2",2
"ර්ක්හැ","U+0DBB U+0DCA U+0D9A U+0DCA U+0DC4 U+0DD0",2
"ල්ක්න","U+0DBD U+0DCA U+0D9A U+0DCA U+0DB1",2
"ව්ෆා","U+0DC0 U+0DCA U+0DC6 U+0DCF",2
"න්‍රො","U+0DB1 U+0DCA U+200D U+0DBB U+0DDC",2
"න්ට්වෙ","U+0DB1 U+0DCA U+0DA7 U+0DCA U+0DC0 U+0DD9",2
"ශ්‍රාා","U+0DC1 U+0DCA U+200D U+0DBB U+0DCF U+0DCF",2
"ල්ඩ්කා","U+0DBD U+0DCA U+0DA9 U+0DCA U+0D9A U+0DCF",2
"ක්‍ල","U+0D9A U+0DCA U+200D U+0DBD",2
"හැ‍ෙ","U+0DC4 U+0DD0 U+200D U+0DD9",2
"යි‍ක්ක්‍රෝ","U+0DBA U+0DD2 U+200D U+0D9A U+0DCA U+0D9A U+0DCA U+200D U+0DBB U+0DDD",2
"න්ග්ලී","U+0DB1 U+0DCA U+0D9C U+0DCA U+0DBD U+0DD3",2
"න්ස්හ","U+0DB1 U+0DCA U+0DC3 U+0DCA U+0DC4",2
"මෙ‍ක්සි","U+0DB8 U+0DD9 U+200D U+0D9A U+0DCA U+0DC3 U+0DD2",2
"ද‍ර්ශ","U+0DAF U+200D U+0DBB U+0DCA U+0DC1",2
"ර්න්ස්ව","U+0DBB U+0DCA U+0DB1 U+0DCA U+0DC3 U+0DCA U+0DC0",2
"ර්බ්න","U+0DBB U+0DCA U+0DB6 U+0DCA U+0DB1",2
"ප්‍ර‍බෝ","U+0DB4 U+0DCA U+200D U+0DBB U+200D U+0DB6 U+0DDD",2
"ෂ්‍ත්‍ර","U+0DC2 U+0DCA U+200D U+0DAD U+0DCA U+200D U+0DBB",2
"බ්ම්බ","U+0DB6 U+0DCA U+0DB8 U+0DCA U+0DB6",2
"අ‍ග","U+0D85 U+200D U+0D9C",2
"ඹ්හ","U+0DB9 U+0DCA U+0DC4",2
"ච්‍ර","U+0DA0 U+0DCA U+200D U+0DBB",2
"ග්ඨ","U+0D9C U+0DCA U+0DA8",2
"ස්‍ට්","U+0DC3 U+0DCA U+200D U+0DA7 U+0DCA",2
"ච්ට්මා","U+0DA0 U+0DCA U+0DA7 U+0DCA U+0DB8 U+0DCF",2
"ච්ඩෘ","U+0DA0 U+0DCA U+0DA9 U+0DD8",2
"යි‍ෆ්","U+0DBA U+0DD2 U+200D U+0DC6 U+0DCA",2
"ග්ර්ල්","U+0D9C U+0DCA U+0DBB U+0DCA U+0DBD U+0DCA",2
"ර්ට්හැ","U+0DBB U+0DCA U+0DA7 U+0DCA U+0DC4 U+0DD0",2
"ම්ක්‍රෝ","U+0DB8 U+0DCA U+0D9A U+0DCA U+200D U+0DBB U+0DDD",2
"නී‍","U+0DB1 U+0DD3 U+200D",2
"න්ස්ර්","U+0DB1 U+0DCA U+0DC3 U+0DCA U+0DBB U+0DCA",2
"ර්බ්ල","U+0DBB U+0DCA U+0DB6 U+0DCA U+0DBD",2
"ජ්ගු","U+0DA2 U+0DCA U+0D9C U+0DD4",2
"ද‍්‍රා","U+0DAF U+200D U+0DCA U+200D U+0DBB U+0DCF",2
"ද්ගී","U+0DAF U+0DCA U+0D9C U+0DD3",2
"භා‍වේ","U+0DB7 U+0DCF U+200D U+0DC0 U+0DDA",2
"ෆි‍්‍ර","U+0DC6 U+0DD2 U+200D U+0DCA U+200D U+0DBB",2
"ඞ්යො","U+0D9E U+0DCA U+0DBA U+0DDC",2
"ප්ට්ක","U+0DB4 U+0DCA U+0DA7 U+0DCA U+0D9A",2
"ඞ්ල","U+0D9E U+0DCA U+0DBD",2
"ට්‍්‍ර","U+0DA7 U+0DCA U+200D U+0DCA U+200D U+0DBB",2
"ගේ‍්‍ර","U+0D9C U+0DDA U+200D U+0DCA U+200D U+0DBB",2
"එ‍තැ","U+0D91 U+200D U+0DAD U+0DD0",2
"ක්ගෲ","U+0D9A U+0DCA U+0D9C U+0DF2",2
"පො‍හො","U+0DB4 U+0DDC U+200D U+0DC4 U+0DDC",2
"ර්ට්ඩී","U+0DBB U+0DCA U+0DA7 U+0DCA U+0DA9 U+0DD3",2
"ර්ග්ලැ","U+0DBB U+0DCA U+0D9C U+0DCA U+0DBD U+0DD0",2
"ර්තී‍","U+0DBB U+0DCA U+0DAD U+0DD3 U+200D",2
"ධ්ය‍ක්ෂ","U+0DB0 U+0DCA U+0DBA U+200D U+0D9A U+0DCA U+0DC2",2
"ම්බ්ධ","U+0DB8 U+0DCA U+0DB6 U+0DCA U+0DB0",2
"ව්ජා","U+0DC0 U+0DCA U+0DA2 U+0DCF",2
"ආා","U+0D86 U+0DCF",2
"නී‍ය","U+0DB1 U+0DD3 U+200D U+0DBA",2
"ක්ශාං","U+0D9A U+0DCA U+0DC1 U+0DCF U+0D82",2
"න්ච්නෝ","U+0DB1 U+0DCA U+0DA0 U+0DCA U+0DB1 U+0DDD",2
"ම‍රා","U+0DB8 U+200D U+0DBB U+0DCF",2
"න්ද්රෝ","U+0DB1 U+0DCA U+0DAF U+0DCA U+0DBB U+0DDD",2
"ඓා","U+0D93 U+0DCF",2
"ත්‍වි","U+0DAD U+0DCA U+200D U+0DC0 U+0DD2",2
"ච්ෆ්ස්ට්රූ","U+0DA0 U+0DCA U+0DC6 U+0DCA U+0DC3 U+0DCA U+0DA7 U+0DCA U+0DBB U+0DD6",2
"ක්ග්වී","U+0D9A U+0DCA U+0D9C U+0DCA U+0DC0 U+0DD3",2
"ත්වා‍","U+0DAD U+0DCA U+0DC0 U+0DCF U+200D",2
"ප්හෝ","U+0DB4 U+0DCA U+0DC4 U+0DDD",2
"ව්ලූ","U+0DC0 U+0DCA U+0DBD U+0DD6",2
"ය්න්න","U+0DBA U+0DCA U+0DB1 U+0DCA U+0DB1",2
"ෆ්‍යු","U+0DC6 U+0DCA U+200D U+0DBA U+0DD4",2
"න්‍රී","U+0DB1 U+0DCA U+200D U+0DBB U+0DD3",2
"ම්ප්ස්ට","U+0DB8 U+0DCA U+0DB4 U+0DCA U+0DC3 U+0DCA U+0DA7",2
"ඇ‍මෙ","U+0D87 U+200D U+0DB8 U+0DD9",2
"න්‍ආ","U+0DB1 U+0DCA U+200D U+0D86",2
"න්‍ඩ්","U+0DB1 U+0DCA U+200D U+0DA9 U+0DCA",2
"ක්ස්හ","U+0D9A U+0DCA U+0DC3 U+0DCA U+0DC4",2
"යි‍ට්","U+0DBA U+0DD2 U+200D U+0DA7 U+0DCA",2
"ග්‍ු","U+0D9C U+0DCA U+200D U+0DD4",2
"ර්ත්ම","U+0DBB U+0DCA U+0DAD U+0DCA U+0DB8",2
"න්‍නා","U+0DB1 U+0DCA U+200D U+0DB1 U+0DCF",2
"ක්න්නේ","U+0D9A U+0DCA U+0DB1 U+0DCA U+0DB1 U+0DDA",2
"ගී‍ම","U+0D9C U+0DD3 U+200D U+0DB8",2
"ල්ඩ්මි","U+0DBD U+0DCA U+0DA9 U+0DCA U+0DB8 U+0DD2",2
"ඔ‍ේ","U+0D94 U+200D U+0DDA",2
"ත්ත්ක","U+0DAD U+0DCA U+0DAD U+0DCA U+0D9A",2
"ප්ළා","U+0DB4 U+0DCA U+0DC5 U+0DCF",2
"ට්ස්ඩා","U+0DA7 U+0DCA U+0DC3 U+0DCA U+0DA9 U+0DCF",2
"න්‍බ","U+0DB1 U+0DCA U+200D U+0DB6",2
"ර්ල්කි","U+0DBB U+0DCA U+0DBD U+0DCA U+0D9A U+0DD2",2
"ර‍ළ","U+0DBB U+200D U+0DC5",2
"ට්ම්","U+0DA7 U+0DCA U+0DB8 U+0DCA",2
"නො‍කෙ","U+0DB1 U+0DDC U+200D U+0D9A U+0DD9",2
"ර්න්ස්කො","U+0DBB U+0DCA U+0DB1 U+0DCA U+0DC3 U+0DCA U+0D9A U+0DDC",2
"ල්ඩ්ස්වි","U+0DBD U+0DCA U+0DA9 U+0DCA U+0DC3 U+0DCA U+0DC0 U+0DD2",2
"ර්මා‍ණ","U+0DBB U+0DCA U+0DB8 U+0DCF U+200D U+0DAB",2
"හ්ච","U+0DC4 U+0DCA U+0DA0",2
"බෟ","U+0DB6 U+0DDF",2
"සි‍වෙ","U+0DC3 U+0DD2 U+200D U+0DC0 U+0DD9",2
"ම්ට්ජේ","U+0DB8 U+0DCA U+0DA7 U+0DCA U+0DA2 U+0DDA",2
"ර්තුං","U+0DBB U+0DCA U+0DAD U+0DD4 U+0D82",2
"පාි","U+0DB4 U+0DCF U+0DD2",2
"ප්බා","U+0DB4 U+0DCA U+0DB6 U+0DCF",2
"න්ග්ටෑ","U+0DB1 U+0DCA U+0D9C U+0DCA U+0DA7 U+0DD1",2
"භූ‍‍ගෝ","U+0DB7 U+0DD6 U+200D U+200D U+0D9C U+0DDD",2
"බ්රෝං","U+0DB6 U+0DCA U+0DBB U+0DDD U+0D82",2
"ද්ජෝ","U+0DAF U+0DCA U+0DA2 U+0DDD",2
"ර්බ්ස්ට්","U+0DBB U+0DCA U+0DB6 U+0DCA U+0DC3 U+0DCA U+0DA7 U+0DCA",2
"ප්රං්ශ","U+0DB4 U+0DCA U+0DBB U+0D82 U+0DCA U+0DC1",2
"කෙ‍රැ","U+0D9A U+0DD9 U+200D U+0DBB U+0DD0",2
"හ්හ්හ්","U+0DC4 U+0DCA U+0DC4 U+0DCA U+0DC4 U+0DCA",2
"න්ස්ටු","U+0DB1 U+0DCA U+0DC3 U+0DCA U+0DA7 U+0DD4",2
"ර්ස්ථ","U+0DBB U+0DCA U+0DC3 U+0DCA U+0DAE",2
"ව්ම්කා","U+0DC0 U+0DCA U+0DB8 U+0DCA U+0D9A U+0DCF",2
"ය‍න්","U+0DBA U+200D U+0DB1 U+0DCA",2
"යි‍මෙ","U+0DBA U+0DD2 U+200D U+0DB8 U+0DD9",2
"කා‍න්තා","U+0D9A U+0DCF U+200D U+0DB1 U+0DCA U+0DAD U+0DCF",2
"ෂා‍","U+0DC2 U+0DCF U+200D",2
"ටේ‍ර","U+0DA7 U+0DDA U+200D U+0DBB",2
"සේ‍ම","U+0DC3 U+0DDA U+200D U+0DB8",2
"න්ට්ක","U+0DB1 U+0DCA U+0DA7 U+0DCA U+0D9A",2
"මො‍ස්ලි","U+0DB8 U+0DDC U+200D U+0DC3 U+0DCA U+0DBD U+0DD2",2
"සෙ‍්","U+0DC3 U+0DD9 U+200D U+0DCA",2
"න්ෆ්‍රි","U+0DB1 U+0DCA U+0DC6 U+0DCA U+200D U+0DBB U+0DD2",2
"න්ධ‍","U+0DB1 U+0DCA U+0DB0 U+200D",2
"ල්ඹ","U+0DBD U+0DCA U+0DB9",2
"මෙ‍ෙ","U+0DB8 U+0DD9 U+200D U+0DD9",2
"ස්වෙි","U+0DC3 U+0DCA U+0DC0 U+0DD9 U+0DD2",2
"නො‍ට්","U+0DB1 U+0DDC U+200D U+0DA7 U+0DCA",2
"‍භු","U+200D U+0DB7 U+0DD4",2
"ර‍ජෙ","U+0DBB U+200D U+0DA2 U+0DD9",2
"ෆ්ල්","U+0DC6 U+0DCA U+0DBD U+0DCA",2
"සූ‍රා","U+0DC3 U+0DD6 U+200D U+0DBB U+0DCF",2
"න්ස්බ්‍රෝ","U+0DB1 U+0DCA U+0DC3 U+0DCA U+0DB6 U+0DCA U+200D U+0DBB U+0DDD",2
"මා‍‍ගේ","U+0DB8 U+0DCF U+200D U+200D U+0D9C U+0DDA",2
"යැ‍වේ","U+0DBA U+0DD0 U+200D U+0DC0 U+0DDA",2
"හ්පු","U+0DC4 U+0DCA U+0DB4 U+0DD4",2
"ගෙේ","U+0D9C U+0DD9 U+0DDA",2
"ද්ධ්","U+0DAF U+0DCA U+0DB0 U+0DCA",2
"ල්බී‍ඩෝ","U+0DBD U+0DCA U+0DB6 U+0DD3 U+200D U+0DA9 U+0DDD",2
"යි‍‍මෝ","U+0DBA U+0DD2 U+200D U+200D U+0DB8 U+0DDD",2
"යි‍ඩෝ","U+0DBA U+0DD2 U+200D U+0DA9 U+0DDD",2
"නි්","U+0DB1 U+0DD2 U+0DCA",2
"ර්ක්වු","U+0DBB U+0DCA U+0D9A U+0DCA U+0DC0 U+0DD4",2
"ක‍‍‍බො","U+0D9A U+200D U+200D U+200D U+0DB6 U+0DDC",2
"ල්ක්‍රා","U+0DBD U+0DCA U+0D9A U+0DCA U+200D U+0DBB U+0DCF",2
"ඥ‍යෝ","U+0DA5 U+200D U+0DBA U+0DDD",2
"න්ච්ක","U+0DB1 U+0DCA U+0DA0 U+0DCA U+0D9A",2
"න්්නේ","U+0DB1 U+0DCA U+0DCA U+0DB1 U+0DDA",2
"දාැ","U+0DAF U+0DCF U+0DD0",2
"ට්ඕ","U+0DA7 U+0DCA U+0D95",2
"ස්ර්බ","U+0DC3 U+0DCA U+0DBB U+0DCA U+0DB6",2
"ව‍ැ","U+0DC0 U+200D U+0DD0",2
"ස්තී්‍ර","U+0DC3 U+0DCA U+0DAD U+0DD3 U+0DCA U+200D U+0DBB",2
"න්තුං","U+0DB1 U+0DCA U+0DAD U+0DD4 U+0D82",2
"ම්ව්‍යා","U+0DB8 U+0DCA U+0DC0 U+0DCA U+200D U+0DBA U+0DCF",2
"චෙ‍කො","U+0DA0 U+0DD9 U+200D U+0D9A U+0DDC",2
"හ්හි","U+0DC4 U+0DCA U+0DC4 U+0DD2",2
"ල්කූ","U+0DBD U+0DCA U+0D9A U+0DD6",2
"‍ඩා","U+200D U+0DA9 U+0DCF",2
"හ‍ඳු","U+0DC4 U+200D U+0DB3 U+0DD4",2
"ථ්නා","U+0DAE U+0DCA U+0DB1 U+0DCF",2
"ව‍ශ්‍ය","U+0DC0 U+200D U+0DC1 U+0DCA U+200D U+0DBA",2
"භ්යු","U+0DB7 U+0DCA U+0DBA U+0DD4",2
"ශ්කෘ","U+0DC1 U+0DCA U+0D9A U+0DD8",2
"ර‍ත","U+0DBB U+200D U+0DAD",2
"හ‍යෝ","U+0DC4 U+200D U+0DBA U+0DDD",2
"‍ො","U+200D U+0DDC",2
"ර්ග්ර","U+0DBB U+0DCA U+0D9C U+0DCA U+0DBB",2
"බිි","U+0DB6 U+0DD2 U+0DD2",2
"්ස","U+0DCA U+0DC3",2
"ත්ස්ථා","U+0DAD U+0DCA U+0DC3 U+0DCA U+0DAE U+0DCF",2
"ප්ඩෝ","U+0DB4 U+0DCA U+0DA9 U+0DDD",2
"ව‍තේ","U+0DC0 U+200D U+0DAD U+0DDA",2
"සි‍ලී","U+0DC3 U+0DD2 U+200D U+0DBD U+0DD3",2
"ග්ල‍ඩේ","U+0D9C U+0DCA U+0DBD U+200D U+0DA9 U+0DDA",2
"න්ගෙේ","U+0DB1 U+0DCA U+0D9C U+0DD9 U+0DDA",2
"ත්්ව","U+0DAD U+0DCA U+0DCA U+0DC0",2
"ර්ශ්‍යා","U+0DBB U+0DCA U+0DC1 U+0DCA U+200D U+0DBA U+0DCF",2
"‍ග්‍රෙ","U+200D U+0D9C U+0DCA U+200D U+0DBB U+0DD9",2
"ත්ඵා","U+0DAD U+0DCA U+0DB5 U+0DCF",2
"න‍ස","U+0DB1 U+200D U+0DC3",2
"බ්තු","U+0DB6 U+0DCA U+0DAD U+0DD4",2
"න්‍සේ","U+0DB1 U+0DCA U+200D U+0DC3 U+0DDA",2
"ජු‍ඩ්","U+0DA2 U+0DD4 U+200D U+0DA9 U+0DCA",2
"ක්ල්ල","U+0D9A U+0DCA U+0DBD U+0DCA U+0DBD",2
"ඩ්ප්","U+0DA9 U+0DCA U+0DB4 U+0DCA",2
"ම්ත්‍ර","U+0DB8 U+0DCA U+0DAD U+0DCA U+200D U+0DBB",2
"ත‍හේ","U+0DAD U+200D U+0DC4 U+0DDA",2
"ථ්ම","U+0DAE U+0DCA U+0DB8",2
"ත්නෝ","U+0DAD U+0DCA U+0DB1 U+0DDD",2
"ල්ර්ෆ්‍ර","U+0DBD U+0DCA U+0DBB U+0DCA U+0DC6 U+0DCA U+200D U+0DBB",2
"ක්‍‍නො","U+0D9A U+0DCA U+200D U+200D U+0DB1 U+0DDC",2
"හ්කෘ","U+0DC4 U+0DCA U+0D9A U+0DD8",2
"වි‍ශ්ව","U+0DC0 U+0DD2 U+200D U+0DC1 U+0DCA U+0DC0",2
"ර්ස්කො","U+0DBB U+0DCA U+0DC3 U+0DCA U+0D9A U+0DDC",2
"ම්ඵු","U+0DB8 U+0DCA U+0DB5 U+0DD4",2
"න‍ේ","U+0DB1 U+200D U+0DDA",2
"දු‍‍සො","U+0DAF U+0DD4 U+200D U+200D U+0DC3 U+0DDC",2
"ස‍්ගො","U+0DC3 U+200D U+0DCA U+0D9C U+0DDC",2
"ම්බ්ර","U+0DB8 U+0DCA U+0DB6 U+0DCA U+0DBB",2
"ට්ය්","U+0DA7 U+0DCA U+0DBA U+0DCA",2
"‍ෂෝ","U+200D U+0DC2 U+0DDD",2
"‍ටෑං","U+200D U+0DA7 U+0DD1 U+0D82",2
"මෝං","U+0DB8 U+0DDD U+0D82",2
"න්ෂැං","U+0DB1 U+0DCA U+0DC2 U+0DD0 U+0D82",2
"ස්ව‍‍‍දේ","U+0DC3 U+0DCA U+0DC0 U+200D U+200D U+200D U+0DAF U+0DDA",2
"හො‍්මෝ","U+0DC4 U+0DDC U+200D U+0DCA U+0DB8 U+0DDD",2
"න්ග්ත්‍යු","U+0DB1 U+0DCA U+0D9C U+0DCA U+0DAD U+0DCA U+200D U+0DBA U+0DD4",2
"ප්‍ර‍ජා","U+0DB4 U+0DCA U+200D U+0DBB U+200D U+0DA2 U+0DCF",2
"ට‍යු","U+0DA7 U+200D U+0DBA U+0DD4",2
"න්න‍වා","U+0DB1 U+0DCA U+0DB1 U+200D U+0DC0 U+0DCF",2
"ප්බ්‍රං","U+0DB4 U+0DCA U+0DB6 U+0DCA U+200D U+0DBB U+0D82",2
"ණ්බ","U+0DAB U+0DCA U+0DB6",2
"භ්රි","U+0DB7 U+0DCA U+0DBB U+0DD2",2
"ශ්ට්ර","U+0DC1 U+0DCA U+0DA7 U+0DCA U+0DBB",2
"ය්ල්","U+0DBA U+0DCA U+0DBD U+0DCA",2
"ශ්තෙ","U+0DC1 U+0DCA U+0DAD U+0DD9",2
"න්ත්තු","U+0DB1 U+0DCA U+0DAD U+0DCA U+0DAD U+0DD4",2
"ම්ප්ශ","U+0DB8 U+0DCA U+0DB4 U+0DCA U+0DC1",2
"හු‍‍ගේ","U+0DC4 U+0DD4 U+200D U+200D U+0D9C U+0DDA",2
"ල්ස්ටේ","U+0DBD U+0DCA U+0DC3 U+0DCA U+0DA7 U+0DDA",2
"ජ්යැ","U+0DA2 U+0DCA U+0DBA U+0DD0",2
"ර්න්ත","U+0DBB U+0DCA U+0DB1 U+0DCA U+0DAD",2
"න්ක්ඩි","U+0DB1 U+0DCA U+0D9A U+0DCA U+0DA9 U+0DD2",2
"ත‍යෝ","U+0DAD U+200D U+0DBA U+0DDD",2
"ල්‍භා","U+0DBD U+0DCA U+200D U+0DB7 U+0DCF",2
"ප්ස්හි","U+0DB4 U+0DCA U+0DC3 U+0DCA U+0DC4 U+0DD2",2
"ශ්‍ර්‍රි","U+0DC1 U+0DCA U+200D U+0DBB U+0DCA U+200D U+0DBB U+0DD2",2
"බ‍ඳ","U+0DB6 U+200D U+0DB3",2
"න්භු","U+0DB1 U+0DCA U+0DB7 U+0DD4",2
"ක්‍ඩො","U+0D9A U+0DCA U+200D U+0DA9 U+0DDC",2
"ජ්ඡි","U+0DA2 U+0DCA U+0DA1 U+0DD2",2
"ර්ස්සා","U+0DBB U+0DCA U+0DC3 U+0DCA U+0DC3 U+0DCF",2
"ළුි","U+0DC5 U+0DD4 U+0DD2",2
"ල්ෆ්ස්ට්‍රි","U+0DBD U+0DCA U+0DC6 U+0DCA U+0DC3 U+0DCA U+0DA7 U+0DCA U+200D U+0DBB U+0DD2",2
"න්ඩ්ස්ම","U+0DB1 U+0DCA U+0DA9 U+0DCA U+0DC3 U+0DCA U+0DB8",2
"ච්ත්ර","U+0DA0 U+0DCA U+0DAD U+0DCA U+0DBB",2
"කාා","U+0D9A U+0DCF U+0DCF",2
"හ්ලෝ","U+0DC4 U+0DCA U+0DBD U+0DDD",2
"ප්රේි","U+0DB4 U+0DCA U+0DBB U+0DDA U+0DD2",2
"ව‍ත","U+0DC0 U+200D U+0DAD",2
"ජ්වැ","U+0DA2 U+0DCA U+0DC0 U+0DD0",2
"ස්ක්ලා","U+0DC3 U+0DCA U+0D9A U+0DCA U+0DBD U+0DCF",2
"රෝ‍සෝ","U+0DBB U+0DDD U+200D U+0DC3 U+0DDD",2
"ච්ි","U+0DA0 U+0DCA U+0DD2",2
"ද්ධිි","U+0DAF U+0DCA U+0DB0 U+0DD2 U+0DD2",2
"ධ්ර","U+0DB0 U+0DCA U+0DBB",2
"වි‍‍‍ජේ","U+0DC0 U+0DD2 U+200D U+200D U+200D U+0DA2 U+0DDA",2
"ඩ‍වි","U+0DA9 U+200D U+0DC0 U+0DD2",2
"න්ත්‍ර‍ය","U+0DB1 U+0DCA U+0DAD U+0DCA U+200D U+0DBB U+200D U+0DBA",2
"කා‍‍‍වේ","U+0D9A U+0DCF U+200D U+200D U+200D U+0DC0 U+0DDA",2
"ගො‍ඩ","U+0D9C U+0DDC U+200D U+0DA9",2
"ම්පෘ","U+0DB8 U+0DCA U+0DB4 U+0DD8",2
"පෙ‍නේ","U+0DB4 U+0DD9 U+200D U+0DB1 U+0DDA",2
"ඟං","U+0D9F U+0D82",2
"‍ප්‍රෞ","U+200D U+0DB4 U+0DCA U+200D U+0DBB U+0DDE",2
"රේ්්","U+0DBB U+0DDA U+0DCA U+0DCA",2
"ඩ්ස්ය","U+0DA9 U+0DCA U+0DC3 U+0DCA U+0DBA",2
"ශ්ලේ‍සො","U+0DC1 U+0DCA U+0DBD U+0DDA U+200D U+0DC3 U+0DDC",2
"බැ‍ව්","U+0DB6 U+0DD0 U+200D U+0DC0 U+0DCA",2
"ම්ත්‍යා","U+0DB8 U+0DCA U+0DAD U+0DCA U+200D U+0DBA U+0DCF",2
"ව්වෘ","U+0DC0 U+0DCA U+0DC0 U+0DD8",2
"ක‍ෂ්ම","U+0D9A U+200D U+0DC2 U+0DCA U+0DB8",2
"ලි‍‍ෆෝ","U+0DBD U+0DD2 U+200D U+200D U+0DC6 U+0DDD",2
"තු‍ළු","U+0DAD U+0DD4 U+200D U+0DC5 U+0DD4",2
"හි‍ස","U+0DC4 U+0DD2 U+200D U+0DC3",2
"බ්ඳී","U+0DB6 U+0DCA U+0DB3 U+0DD3",2
"න්ක්‍ය","U+0DB1 U+0DCA U+0D9A U+0DCA U+200D U+0DBA",2
"ඩ්ස්ට්‍රි","U+0DA9 U+0DCA U+0DC3 U+0DCA U+0DA7 U+0DCA U+200D U+0DBB U+0DD2",2
"ග්ල්ස්ව","U+0D9C U+0DCA U+0DBD U+0DCA U+0DC3 U+0DCA U+0DC0",2
"න්ජ්මි","U+0DB1 U+0DCA U+0DA2 U+0DCA U+0DB8 U+0DD2",2
"ද්බා","U+0DAF U+0DCA U+0DB6 U+0DCF",2
"ෆ්කි","U+0DC6 U+0DCA U+0D9A U+0DD2",2
"ච්න්න","U+0DA0 U+0DCA U+0DB1 U+0DCA U+0DB1",2
"න්ස්ච්","U+0DB1 U+0DCA U+0DC3 U+0DCA U+0DA0 U+0DCA",2
"ඇ‍ඳෙ","U+0D87 U+200D U+0DB3 U+0DD9",2
"න්ක්බි","U+0DB1 U+0DCA U+0D9A U+0DCA U+0DB6 U+0DD2",2
"ඞො","U+0D9E U+0DDC",2
"න්ර්‍ර්‍ද්‍රී","U+0DB1 U+0DCA U+0DBB U+0DCA U+200D U+0DBB U+0DCA U+200D U+0DAF U+0DCA U+200D U+0DBB U+0DD3",2
"ඉ‍ල","U+0D89 U+200D U+0DBD",2
"වේ‍‍","U+0DC0 U+0DDA U+200D U+200D",2
"න්ක්ල්","U+0DB1 U+0DCA U+0D9A U+0DCA U+0DBD U+0DCA",2
"ෂ්ඨ‍ය","U+0DC2 U+0DCA U+0DA8 U+200D U+0DBA",2
"ක‍ි","U+0D9A U+200D U+0DD2",2
"ස්ර්ල","U+0DC3 U+0DCA U+0DBB U+0DCA U+0DBD",2
"බෘ‍නෙ","U+0DB6 U+0DD8 U+200D U+0DB1 U+0DD9",2
"ව්‍යෘ","U+0DC0 U+0DCA U+200D U+0DBA U+0DD8",2
"ඹ්‍ර","U+0DB9 U+0DCA U+200D U+0DBB",2
"ද්ව්ති","U+0DAF U+0DCA U+0DC0 U+0DCA U+0DAD U+0DD2",2
"ම්ප්ල්ට","U+0DB8 U+0DCA U+0DB4 U+0DCA U+0DBD U+0DCA U+0DA7",2
"ව්ද්ව","U+0DC0 U+0DCA U+0DAF U+0DCA U+0DC0",2
"ල්ම්ස්ෆෝ","U+0DBD U+0DCA U+0DB8 U+0DCA U+0DC3 U+0DCA U+0DC6 U+0DDD",2
"ඛ්බා","U+0D9B U+0DCA U+0DB6 U+0DCF",2
"ක්‍යැ","U+0D9A U+0DCA U+200D U+0DBA U+0DD0",2
"ක්‍යෙ","U+0D9A U+0DCA U+200D U+0DBA U+0DD9",2
"ක්‍යේ","U+0D9A U+0DCA U+200D U+0DBA U+0DDA",2
"ඛෞ","U+0D9B U+0DDE",2
"ඛෛ","U+0D9B U+0DDB",2
"ග්‍යැ","U+0D9C U+0DCA U+200D U+0DBA U+0DD0",2
"ග්‍යි","U+0D9C U+0DCA U+200D U+0DBA U+0DD2",2
"චෘ","U+0DA0 U+0DD8",2
"ඣැ","U+0DA3 U+0DD0",2
"ඣෙ","U+0DA3 U+0DD9",2
"ඣේ","U+0DA3 U+0DDA",2
"ඣො","U+0DA3 U+0DDC",2
"ඣෘ","U+0DA3 U+0DD8",2
"ඤැ","U+0DA4 U+0DD0",2
"ඤු","U+0DA4 U+0DD4",2
"ඤෘ","U+0DA4 U+0DD8",2
"ඨෘ","U+0DA8 U+0DD8",2
"ඪැ","U+0DAA U+0DD0",2
"ඪෙ","U+0DAA U+0DD9",2
"ඪෘ","U+0DAA U+0DD8",2
"ථැ","U+0DAE U+0DD0",2
"න්‍යැ","U+0DB1 U+0DCA U+200D U+0DBA U+0DD0",2
"ඵේ","U+0DB5 U+0DDA",2
"ඵෝ","U+0DB5 U+0DDD",2
"ශෲ","U+0DC1 U+0DF2",2
"ශ්‍යැ","U+0DC1 U+0DCA U+200D U+0DBA U+0DD0",2
"ශ්‍යො","U+0DC1 U+0DCA U+200D U+0DBA U+0DDC",2
"ඟෘ","U+0D9F U+0DD8",2
"ඬො","U+0DAC U+0DDC",2
"ඬෘ","U+0DAC U+0DD8",2
"ඹෘ","U+0DB9 U+0DD8",2
"න්‍තො","U+0DB1 U+0DCA U+200D U+0DAD U+0DDC",2
"ජ්‍ය්‍යා","U+0DA2 U+0DCA U+200D U+0DBA U+0DCA U+200D U+0DBA U+0DCF",2
"ජ්‍ය්‍යේ","U+0DA2 U+0DCA U+200D U+0DBA U+0DCA U+200D U+0DBA U+0DDA",2
"ඳ‍හා","U+0DB3 U+200D U+0DC4 U+0DCF",2
"ම්ස්ප","U+0DB8 U+0DCA U+0DC3 U+0DCA U+0DB4",2
"ක්ස්මෙ","U+0D9A U+0DCA U+0DC3 U+0DCA U+0DB8 U+0DD9",2
